artist_id,normalized_name,display_name
284,funlovincriminals,Fun Lovin' Criminals
285,fun,fun.
286,galactic,Galactic
287,garbage,Garbage
288,garrisonstarr,Garrison Starr
289,gasgiants,Gas Giants
290,gavindegraw,Gavin Degraw
291,gbleighton,GB Leighton
292,geggytah,Geggy Tah
293,geoffsabin,Geoff Sabin
294,gerix,Geri X
295,giantstep,Giant Step
296,gigoloaunts,Gigolo Aunts
297,ginblossoms,Gin Blossoms
298,glassanimals,Glass Animals
299,glenhansard,Glen Hansard
300,gnarlsbarkley,Gnarls Barkley
301,gogopenguin,Go Go Penguin
302,goldfinger,Goldfinger
303,gomez,Gomez
304,googoodolls,Goo Goo Dolls
305,goodcharlotte,Good Charlotte
306,goodkid,Good Kid
307,goodneighbors,Good Neighbors
308,gorillaz,Gorillaz
309,gracepotterthenocturnals,Grace Potter & the Nocturnals
310,grahamcolton,Graham Colton
311,grahamcoltonband,Graham Colton Band
312,greenday,Green Day
313,greenmusicfest13,Green Music Fest ’13
314,greenriverordinance,Green River Ordinance
315,greenwheel,Greenwheel
316,gregoryalanisakov,Gregory Alan Isakov
317,grimes,Grimes
318,grizzlybear,Grizzly Bear
319,grouplove,Grouplove
320,guidedbyvoices,Guided by Voices
321,guster,Guster
322,gwar,Gwar
323,gymclassheroes,Gym Class Heroes
324,harmonyriley,Harmony Riley
325,harveydanger,Harvey Danger
326,hayescarll,Hayes Carll
327,headlights,Headlights
328,heaven,Heaven
329,heavytimes,Heavy Times
330,hellodave,Hello Dave
331,hellogoodbye,hellogoodbye
332,heyrosetta,Hey Rosetta!
333,hightimescannabiscup,High Times Cannabis Cup
334,hippocampus,Hippo Campus
335,hockey,Hockey
336,holdingmercury,Holding Mercury
337,holidayfromrealcruise24,Holiday from Real Cruise ‘24
338,holyghost,Holy Ghost!
339,hondacivictour,Honda Civic Tour
340,honne,Honne
341,hotmulligan,Hot Mulligan
342,houndmouth,Houndmouth
343,hovvdy,Hovvdy
344,hozier,Hozier
345,hubertsomeone,Hubert Someone
346,huntedhunter,Hunted Hunter
347,iancrawford,Ian Crawford
348,icecube,Ice Cube
349,ichibichi,Ichi Bichi
350,illuminatihottie,illuminati hottie
351,inthevalleybelow,In the Valley Below
352,ingridmichaelson,Ingrid Michaelson
353,inoha,INOHA
354,interpol,Interpol
355,ironwine,Iron & Wine
356,jcole,J Cole
357,jdavistrio,J Davis Trio
358,jacksmannequin,Jack's Mannequin
359,jacksonbrowne,Jackson Browne
360,jaill,Jaill
361,jamboree2000,Jamboree 2000
362,jamiroquai,Jamiroquai
363,janetjackson,Janet Jackson
364,janesaddiction,Jane’s Addiction
365,jasonisbell,Jason Isbell
366,jasonisbellandthe400unit,Jason Isbell and the 400 Unit
367,jayelectronica,Jay Electronica
368,jeepworldoutdoorfestival,Jeep World Outdoor Festival
369,jeffbeck,Jeff Beck
370,jem,Jem
371,jeremytoback,Jeremy Toback
372,jerrycantrell,Jerry Cantrell
373,jeshudack,Jes Hudack
374,jewel,Jewel
375,jimmieschickenshack,Jimmie's Chicken Shack
376,jimmycliff,Jimmy Cliff
377,jimmyeatworld,Jimmy Eat World
378,joe90,Joe 90
379,joesatriani,Joe Satriani
380,johnmayer,John Mayer
381,johnmellencamp,John Mellencamp
382,johnniewinter,Johnnie Winter
383,johnnyclueless,Johnny Clueless
384,jonwalker,Jon Walker
385,jonnylang,Jonny Lang
386,joshkelley,Josh Kelley
387,judahthelion,Judah & the Lion
388,jude,Jude
389,jukeboxtheghost,Jukebox the Ghost
390,juniorprom,Junior Prom
391,juniorvarsity,Junior Varsity
392,junipertar,Juniper Tar
393,justincourtneypierre,Justin Courtney Pierre
394,kschoice,K's Choice
395,kaaboo17,Kaaboo ‘17
396,kaceymusgraves,Kacey Musgraves
397,kamfranklin,Kam Franklin
398,kamasiwashington,Kamasi Washington
399,kanyewest,Kanye West
400,karlrorvikandthecraftybastards,Karl Rorvik and the Crafty Bastards
401,keha,Ke$ha
402,kickoffconcert,Kick-Off Concert
403,kidcudi,Kid Cudi
404,kiev,Kiev
405,kingsofleon,Kings of Leon
406,kitchendwellers,Kitchen Dwellers
407,knockout,Knockout
408,knuckleduster,Knuckleduster
409,kyleortt,Kyle Ortt
410,labluegrasssituation14,LA Bluegrass Situation ‘14
411,lastconservative,Last Conservative
412,lauraveirsthehallofflames,Laura Veirs & the Hall of Flames
413,laurendaigle,Lauren Daigle
414,lcdsoundsystem,LCD Sound System
415,leftsetter,Left Setter
416,lennykravitz,Lenny Kravitz
417,lessthanjake,Less Than Jake
418,letterstocleo,Letters to Cleo
419,lettuce,Lettuce
420,levenkali,Leven Kali
421,liamfinn,Liam Finn
422,liamgallagher,Liam Gallagher
423,lifehouse,Lifehouse
424,liftedbells,Lifted Bells
425,lilwayne,Lil Wayne
426,limpbizkit,Limp Bizkit
427,liquidhotmagma,Liquid Hot Magma
428,lit,Lit
429,live,Live
430,live105sbfd2017,Live 105's BFD 2017
431,liveatlagunitas,Live at Lagunitas
432,localh,Local H
433,localnatives,Local Natives
434,locomotiv,Locomotiv
435,logansloss,Logan's Loss
436,logic,Logic
437,lokomotiv,Lokomotiv
438,lollapalooza09,Lollapalooza '09
439,lollapalooza17,Lollapalooza ‘17
440,lollapalooza10,Lollapalooza ’10
441,lollapalooza11,Lollapalooza ’11
442,longbeachduballstars,Long Beach Dub All Stars
443,longshot,Longshot
444,lookingdaggers,Looking Daggers
445,lordhuron,Lord Huron
446,lorde,Lorde
447,loslobos,Los Lobos
448,losproberos,Los Proberos
449,lowvsdiamond,Low vs Diamond
450,lp,LP
451,lucindawilliams,Lucinda Williams
452,luckyboysconfusion,Lucky Boy's Confusion
453,ludovicoeinaudi,Ludovico Einaudi
454,lukerathborne,Luke Rathborne
455,lusciousjackson,Luscious Jackson
456,luster,Luster
457,mward,M Ward
458,madwatch,Mad Watch
459,madidiaz,Madi Diaz
460,magicbullets,Magic Bullets
461,magnus,Magnus
462,manchesterorchestra,Manchester Orchestra
463,manicstreetpreachers,Manic Street Preachers
464,mapsatlases,Maps & Atlases
465,marchingband,marching band
466,marcyplayground,Marcy Playground
467,margotthenuclearsosos,Margot & the Nuclear So & So’s
468,margotthenuclearsoandsos,Margot & the Nuclear So and So's
469,maroon5,Maroon 5
470,martinsexton,Martin Sexton
471,marvelkind,Marvel Kind
472,marvelous3,Marvelous 3
473,maryjblige,Mary J Blige
474,marytylermorphine,Mary Tyler Morphine
475,matchbox20,Matchbox 20
476,matchboxtwenty,Matchbox Twenty
477,mattskiba,Matt Skiba
478,mattskibathesekrets,Matt Skiba & the Sekrets
479,mattwhite,Matt White
480,mayerhawthornethecounty,Mayer Hawthorne & The County
481,meese,Meese
482,melt,Melt
483,memorydean,Memory Dean
484,menwomenchildren,"Men, Women & Children"
485,mest,Mest
486,metallica,Metallica
487,methodmanredman,Method Man & Redman
488,metric,Metric
489,mgmt,MGMT
490,michaelfrantispearhead,Michael Franti & Spearhead
491,microwave,Microwave
492,middlekids,Middle Kids
493,mightymightybosstones,Mighty Mighty Bosstones
494,mihali,Mihali
495,mikalcronin,Mikal Cronin
496,mikecampbellthedirtyknobs,Mike Campbell & the Dirty Knobs
497,mile,Mile
498,milkychance,Milky Chance
499,millionyen,Million Yen
500,mimickingbirds,Mimicking Birds
501,miniaturetigers,Miniature Tigers
502,moby,Moby
503,modelstranger,Model Stranger
504,modestmouse,Modest Mouse
505,moe,moe.
506,mondocozmo,Mondo Cozmo
507,montemontgomery,Monte Montgomery
508,morrisminors,Morris Minors
509,motherroot,Mother Root
510,motioncitysoundtrack,Motion City Soundtrack
511,motioncitysoundtrackcommitthistomemory,Motion City Soundtrack - Commit This to Memory
512,motioncitysoundtrackevenifitkillsme,Motion City Soundtrack - Even If It Kills Me
513,motioncitysoundtrackiamthemovie,Motion City Soundtrack - I Am the Movie
514,motioncitysoundtrackcttm10thanniversary,Motion City Soundtrack CTTM 10th Anniversary
515,motioncitysoundtrackcttm17thanniversary,Motion City Soundtrack CTTM 17th Anniversary
516,mountain,Mountain
517,movements,Movements
518,mrmiraingai,Mr Miraingai
519,mudhoney,Mudhoney
520,mumfordsons,Mumford & Sons
521,murderbydeath,Murder by Death
522,muse,Muse
523,mychemicalromance,My Chemical Romance
524,mydeardisco,My Dear Disco
525,mymorningjacket,My Morning Jacket
526,nadasurf,Nada Surf
527,nadafinga,Nadafinga
528,nahkomedicineforthepeople,Nahko & Medicine for the People
529,nahkoandmedicineforthepeople,Nahko and Medicine for the People
530,nas,Nas
531,nasa,Nasa
532,nataliemerchant,Natalie Merchant
533,nathanielrateliff,Nathaniel Rateliff
534,nathanielrateliffthenightsweats,Nathaniel Rateliff & the Night Sweats
535,neilyongwithcrazyhorse,Neil Yong with Crazy Horse
536,neve,Neve
537,newamericanmusicunion,New American Music Union
538,newfoundglory,New Found Glory
539,newmastersounds,New Mastersounds
540,newrisingsons,New Rising Sons
541,nickcoury,Nick Coury
542,ninepoundshadow,Nine Pound Shadow
543,nofx,NOFX
544,northcoastmusicfestival10,North Coast Music Festival ’10
545,notsosilentnight2013,Not So Silent Night 2013
546,nothingunexpected,Nothing Unexpected
547,oar,o.a.r.
548,oasis,Oasis
549,ofmonstersandmen,Of Monsters and Men
550,ofmontreal,of Montreal
551,offbalance,Off Balance
552,offspring,Offspring
553,ohwonder,Oh Wonder
554,okgo,OK Go
555,okobosmusicfestival,OKOBOS Music Festival
556,old97s,Old 97s
557,oleander,Oleander
558,onenightlovechild,One Night Love Child
559,ophur,Ophur
560,opm,OPM
561,organic,Organic
562,osooso,Oso Oso
563,ourbrotherthenative,Our Brother the Native
564,ourladypeace,Our Lady Peace
565,ours,Ours
566,outsidelands2014,Outside Lands 2014
567,outsidelands2016,Outside Lands 2016
568,outsidelands2017,Outside Lands 2017
569,outsidelands2018,Outside Lands 2018
570,outsidelands2019,Outside Lands 2019
571,ozomatli,Ozomatli
572,pnk,P!nk
573,p1440,P1440
574,packwayhandleband,Packway Handle Band
575,palmpalm,Palm Palm
576,panicatthedisco,Panic! at the Disco
577,paolonutini,Paolo Nutini
578,patmcgeeband,Pat McGee Band
579,paulmccartney,Paul McCartney
580,paulsimon,Paul Simon
581,pearljam,Pearl Jam
582,pearlygatemusic,Pearly Gate Music
583,pennyandtheloafers,Penny and the Loafers
584,perryfarrell,Perry Farrell
585,petengine,Pet Engine
586,peteyorn,Pete Yorn
587,petergabriel,Peter Gabriel
588,peterstuart,Peter Stuart
589,phantogram,Phantogram
590,phantomplanet,Phantom Planet
591,philleschfriends,Phil Lesch & Friends
592,phillipphillips,Phillip Phillips
593,phoenix,Phoenix
594,phosphorescent,Phosphorescent
595,phox,PHOX
596,pigeonsplayingpingpong,Pigeons Playing Ping Pong
597,pjharvey,PJ Harvey
598,pjmorton,PJ Morton
599,plaguevendor,Plague Vendor
600,plainwhitets,Plain White T's
601,polica,Polica
602,pornoforpyros,Porno for Pyros
603,portlandcelloproject,Portland Cello Project
604,portlandsymphonyorchestra,Portland Symphony Orchestra
605,possumdixon,Possum Dixon
606,presidentbarackobama,President Barack Obama
607,pretenders,Pretenders
608,primitiveradiogods,Primitive Radio Gods
609,princeton,Princeton
610,promisering,Promise Ring
611,pxl,PXL
612,q101sjamboree97,Q101's Jamboree '97
613,q101sjamboree98,Q101's Jamboree '98
614,q101stwistedchristmas2,Q101's Twisted Christmas 2
615,q101stwistedchristmas5,Q101's Twisted Christmas 5
616,q101snightswestolechristmas,Q101’s Nights We Stole Christmas
617,queensofthestoneage,Queens of the Stone Age
618,quietcorral,Quiet Corral
619,quinnsullivan,Quinn Sullivan
620,rarariot,Ra Ra Riot
621,radford,Radford
622,radiohead,Radiohead
623,rageagainstthemachine,Rage Against the Machine
624,railroadearth,Railroad Earth
625,rainbowkittensurprise,Rainbow Kitten Surprise
626,rebelution,Rebelution
627,recover,Recover
628,redelephant,Red Elephant
629,redhotchilipeppers,Red Hot Chili Peppers
630,redstarbellgrade,Red Star Bellgrade
631,refreshments,Refreshments
632,rem,REM
633,remyshand,Remy Shand
634,remyzero,Remy Zero
635,republica,Republica
636,ress,Ress
637,retromorning,Retro Morning
638,reubensaccomplice,Reuben's Accomplice
639,richardswift,Richard Swift
640,riddlinkids,Riddlin' Kids
641,riotfest16,Riot Fest '16
642,riotfest22,Riot Fest ‘22
643,riotfest12,Riot Fest ’12
644,riotfest22aftershow,Riot Fest ’22 Aftershow
645,riseagainst,Rise Against
646,rivercityhigh,River City High
647,robthomas,Rob Thomas
648,robertcray,Robert Cray
649,robertdelong,Robert DeLong
650,robertrandolphthefamilyband,Robert Randolph & the Family Band
651,rogerclyne,Roger Clyne
652,rogerclynethepeacemakers,Roger Clyne & the Peacemakers
653,rogerwaters,Roger Waters
654,roguewave,Rogue Wave
655,royalbangs,Royal Bangs
656,royalcrownrevue,Royal Crown Revue
657,rubyhorse,Rubyhorse
658,runthejewels,Run the Jewels
659,ruthbuzzy,Ruth Buzzy
660,ruthruth,Ruth Ruth
661,ryanadamsandthecardinals,Ryan Adams and the Cardinals
662,sadsummerfest23,Sad Summer Fest ‘23
663,sandrabernhardtcomedian,Sandra Bernhardt (Comedian)
664,santana,Santana
665,santigold,Santigold
666,sarahbaraleis,Sarah Baraleis
667,sausagefest12,Sausage Fest ’12
668,saveferris,Save Ferris
669,savestheday,Saves the Day
670,sayanything,Say Anything
671,scarves,Scarves
672,scottlaurent,Scott Laurent
673,scottweiland,Scott Weiland
674,seanbones,Sean Bones
675,secondcumming,Second Cumming
676,self,Self
677,semisonic,Semisonic
678,sensefield,Sense Field
679,sensesfail,Senses Fail
680,sevendayrun,Seven Day Run
681,sevenyearbitch,Seven Year Bitch
682,severanazarkhan,Severa Nazarkhan
683,shadesapart,Shades Apart
684,shakingtree,Shaking Tree
685,shakyknees2014,Shaky Knees 2014
686,shakykneesaftershow,Shaky Knees After Show
687,shawncolvin,Shawn Colvin
688,sheiswe,She is We
689,sherylcrow,Sheryl Crow
690,shooter,Shooter
691,shortarmtrick,Short Arm Trick
692,showoff,Showoff
693,shurman,Shurman
694,silverchair,Silverchair
695,silvercrush,Silvercrush
696,silversunpickups,Silversun Pickups
697,sincereengineer,Sincere Engineer
698,sirmixalot,Sir Mix-a-lot
699,sisterhazel,Sister Hazel
700,sixpencenonethericher,Sixpence None the Richer
701,skillrex,Skillrex
702,sleaterkinney,Sleater-Kinney
703,sleepykitty,Sleepy Kitty
704,slightlystoopid,Slightly Stoopid
705,smallpools,Smallpools
706,smashingpumpkins,Smashing Pumpkins
707,smashmouth,Smashmouth
708,smokingpopes,Smoking Popes
709,snoopdogg,Snoop Dogg
710,snowpatrol,Snow Patrol
711,somanydynamos,So Many Dynamos
712,socialdistortion,Social Distortion
713,soja,Soja
714,someonecrappy,someone crappy
715,someonewithagirl,someone with a girl
716,somethingcorporate,Something Corporate
717,sonvolt,Son Volt
718,songsfromascene10thanniversary,Songs from a Scene 10th Anniversary
719,soulasylum,Soul Asylum
720,soulcoughing,Soul Coughing
721,soundgarden,Soundgarden
722,soundstage,Soundstage
723,spacehog,Spacehog
724,spafford,Spafford
725,spanishlovesongs,Spanish Love Songs
726,specials,Specials
727,splender,Splender
728,splithabit,Split Habit
729,sponge,Sponge
730,spoon,Spoon
731,sprungmonkey,Sprung Monkey
732,sr71,SR-71
733,stabbingwestward,Stabbing Westward
734,starball,Starball
735,starstruck,Starstruck
736,stephenashbrook,Stephen Ashbrook
737,stevewinwood,Steve Winwood
738,stickfigure,Stick Figure
739,sting,Sting
740,stir,Stir
741,stonetemplepilots,Stone Temple Pilots
742,strangearrangement,Strange Arrangement
743,stroke9,Stroke 9
744,sufjanstevens,Sufjan Stevens
745,sugarray,Sugar Ray
746,sugarcult,Sugarcult
747,suicidemachines,Suicide Machines
748,sullen,Sullen
749,summergodstour,Summer Gods Tour
750,susantedeschi,Susan Tedeschi
751,swim,Swim
752,swizzletree,Swizzletree
753,sydneysprague,Sydney Sprague
754,tableauconferencecustomerappreciationparty14,Tableau Conference Customer Appreciation Party ‘14
755,takingbacksunday,Taking Back Sunday
756,tanlines,Tanlines
757,tantric,Tantric
758,tasteofchicago,Taste of Chicago
759,tcc17datanightout,TCC ’17 Data Night Out
760,teamband,Team Band
761,teamrockit,Team Rockit
762,tearsforfears,Tears for Fears
763,tedeschitrucksband,Tedeschi Trucks Band
764,tenki,Tenki
765,textbook,Textbook
766,thaothegetdownstaydown,Thao & the Get Down Stay Down
767,thaoandmirah,Thao and Mirah
768,theacademyis,The Academy is…
769,theairbornetoxicevent,The Airborne Toxic Event
770,theairbornetoxiceventacoustic,The Airborne Toxic Event (acoustic)
771,theairbornetoxiceventwpalmspringssymphony,The Airborne Toxic Event w/Palm Springs Symphony
772,theairbornetoxiceventwiththepacificsymphony,The Airborne Toxic Event with the Pacific Symphony
773,theallamericanrejects,The All-American Rejects
774,thealternateroutes,The Alternate Routes
775,theantlers,The Antlers
776,theapacherelay,The Apache Relay
777,thearcadefire,The Arcade Fire
778,theaudition,The Audition
779,thebigo,"The Big ""O"""
780,theblackfortys,The Black Fortys
781,theblackkeys,The Black Keys
782,theboyschoirofkenya,The Boys Choir of Kenya
783,thebreeders,The Breeders
784,thebrightlightsocialhour,The Bright Light Social Hour
785,thecalling,The Calling
786,thecars,The Cars
787,thecells,The Cells
788,thechaingangof1974,The Chain Gang of 1974
789,theclassiccrime,The Classic Crime
790,thecorrs,The Corrs
791,thecure,The Cure
792,thedelicious,The Delicious
793,thedepreciationguild,The Depreciation Guild
794,thedirtyprojectors,The Dirty Projectors
795,thedodos,The Dodos
796,thedogandeverything,The Dog and Everything
797,thedrums,The Drums
798,thedukespirit,The Duke Spirit
799,theearlynovember,The Early November
800,theettes,The Ettes
801,thefelixculpa,The Felix Culpa
802,thefilms,The Films
803,theflood,The Flood
804,theflyingmachines,The Flying Machines
805,theflys,The Flys
806,theformat,The Format
807,thefray,The Fray
808,thefrontbottoms,The Front Bottoms
809,thegabedixonband,The Gabe Dixon Band
